Dates,Song,Artist,Position
October 08,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,100
October 15,Girls Like You,Maroon 5 Featuring Cardi B,1
October 15,Lucid Dreams,Juice WRLD,2
October 15,Better Now,Post Malone,3
October 15,Drip Too Hard,Lil Baby ,4
October 15,Shallow,Lady Gaga ,5
October 15,Sicko Mode,Travis Scott,6
October 15,Youngblood,5 Seconds Of Summer,7
October 15,Happier,Marshmello ,8
October 15,I Like It,Cardi B,9
October 15,FEFE,6ix9ine Featuring Nicki Minaj ,10
October 15,In My Feelings,Drake,11
October 15,Love Lies,Khalid ,12
October 15,Natural,Imagine Dragons,13
October 15,Taste,Tyga Featuring Offset,14
October 15,Never Recover,Lil Baby ,15
October 15,Trip,Ella Mai,16
October 15,I Love It,Kanye West ,17
October 15,Without Me,Halsey,18
October 15,Nonstop,Drake,19
October 15,Eastside,benny blanco,20
October 15,Back To You,Selena Gomez,21
October 15,God Is A Woman,Ariana Grande,22
October 15,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,23
October 15,Mo Bamba,Sheck Wes,24
October 15,STOOPID,6ix9ine Featuring Bobby Shmurda,25
October 15,Yes Indeed,Lil Baby ,26
October 15,Big Bank,YG Featuring 2 Chainz,27
October 15,Close Friends,Lil Baby,28
October 15,Uproar,Lil Wayne,29
October 15,Boo'd Up,Ella Mai,30
October 15,Taki Taki,DJ Snake Featuring Selena Gomez,31
October 15,No Brainer,DJ Khaled Featuring Justin Bieber,32
October 15,Delicate,Taylor Swift,33
October 15,Meant To Be,Bebe Rexha ,34
October 15,High Hopes,Panic! At The Disco,35
October 15,I'll Never Love Again,Lady Gaga,36
October 15,Sad!,XXXTENTACION,37
October 15,Psycho,Post Malone Featuring Ty Dolla $ign,38
October 15,Broken,lovelytheband,39
October 15,I Like Me Better,Lauv,40
October 15,Always Remember Us This Way,Lady Gaga,41
October 15,I'm A Mess,Bebe Rexha,42
October 15,Venom,Eminem,43
October 15,No Tears Left To Cry,Ariana Grande,44
October 15,The Middle,Zedd,45
October 15,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,46
October 15,Beautiful,Bazzi Featuring Camila Cabello,47
October 15,Simple,Florida Georgia Line,48
October 15,Tequila,Dan + Shay,49
October 15,Falling Down,Lil Peep ,50
October 15,She Got The Best Of Me ,Luke Combs,51
October 15,Ring,Cardi B Featuring Kehlani,52
October 15,Killshot,Eminem,53
October 15,Off White VLONE,Lil Baby ,54
October 15,Breathin,Ariana Grande,55
October 15,Drew Barrymore,Bryce Vine,56
October 15,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg ,57
October 15,Blue Tacoma,Russell Dickerson,58
October 15,Jackie Chan,Tiesto ,59
October 15,Don't Cry,Lil Wayne Featuring XXXTENTACION,60
October 15,Business Is Business,Lil Baby ,61
October 15,New Patek,Lil Uzi Vert,62
October 15,Is That Alright?,Lady Gaga,63
October 15,Lucky You,Eminem Featuring Joyner Lucas,64
October 15,Lose It,Kane Brown,65
October 15,Break Up In The End,Cole Swindell,66
October 15,Let It Fly,Lil Wayne Featuring Travis Scott,67
October 15,Desperate Man,Eric Church,68
October 15,Speechless,Dan + Shay,69
October 15,Hotel Key,Old Dominion,70
October 15,Lie,NF,71
October 15,Drunk Me,Mitchell Tenpenny,72
October 15,You Say,Lauren Daigle,73
October 15,"If I'm Lyin, I'm Flyin",Kodak Black,74
October 15,Dangerous,Meek Mill Featuring Jeremih ,75
October 15,Better,Khalid,76
October 15,Africa,Weezer,77
October 15,Dedicate,Lil Wayne,78
October 15,Jumpsuit,twenty one pilots,79
October 15,Belly,Lil Baby ,80
October 15,My Blood,twenty one pilots,81
October 15,Lost In Japan,Shawn Mendes X Zedd,82
October 15,Promises,Calvin Harris ,83
October 15,The Way I Am,Charlie Puth,84
October 15,No Stylist,French Montana Featuring Drake,85
October 15,Medicine,Queen Naija,86
October 15,Best Shot,Jimmie Allen,87
October 15,W O R K I N M E,Quavo,88
October 15,Hangin' On,Chris Young,89
October 15,That's On Me,Yella Beezy,90
October 15,Can't Be Broken,Lil Wayne,91
October 15,Best Part,Daniel Caesar Featuring H.E.R.,92
October 15,Maybe It's Time,Bradley Cooper,93
October 15,Leave Me Alone,Flipp Dinero,94
October 15,Nico And The Niners,twenty one pilots,95
October 15,Drunk Girl,Chris Janson,96
October 15,Deep End,Lil Baby,97
October 15,I Am,Lil Baby ,98
October 15,"Sunrise, Sunburn, Sunset",Luke Bryan,99
October 15,Noticed,Lil Mosey,100
October 22,Girls Like You,Maroon 5 Featuring Cardi B,1
October 22,ZEZE,Kodak Black Featuring Travis Scott ,2
October 22,Lucid Dreams,Juice WRLD,3
October 22,Better Now,Post Malone,4
October 22,MIA,Bad Bunny Featuring Drake,5
October 22,Happier,Marshmello ,6
October 22,Sicko Mode,Travis Scott,7
October 22,Drip Too Hard,Lil Baby ,8
October 22,Youngblood,5 Seconds Of Summer,9
October 22,Shallow,Lady Gaga ,10
October 22,Trip,Ella Mai,11
October 22,I Like It,Cardi B,12
October 22,Natural,Imagine Dragons,13
October 22,Love Lies,Khalid ,14
October 22,In My Feelings,Drake,15
October 22,Taki Taki,DJ Snake Featuring Selena Gomez,16
October 22,Taste,Tyga Featuring Offset,17
October 22,FEFE,6ix9ine Featuring Nicki Minaj ,18
October 22,God Is A Woman,Ariana Grande,19
October 22,Nonstop,Drake,20
October 22,Mo Bamba,Sheck Wes,21
October 22,Eastside,benny blanco,22
October 22,Without Me,Halsey,23
October 22,Back To You,Selena Gomez,24
October 22,Boo'd Up,Ella Mai,25
October 22,I Love It,Kanye West ,26
October 22,High Hopes,Panic! At The Disco,27
October 22,Yes Indeed,Lil Baby ,28
October 22,Big Bank,YG Featuring 2 Chainz,29
October 22,Close Friends,Lil Baby,30
October 22,Meant To Be,Bebe Rexha ,31
October 22,Beautiful,Bazzi Featuring Camila Cabello,32
October 22,Broken,lovelytheband,33
October 22,Delicate,Taylor Swift,34
October 22,Never Recover,Lil Baby ,35
October 22,Uproar,Lil Wayne,36
October 22,I'm A Mess,Bebe Rexha,37
October 22,Psycho,Post Malone Featuring Ty Dolla $ign,38
October 22,I Like Me Better,Lauv,39
October 22,Sad!,XXXTENTACION,40
October 22,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,41
October 22,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,42
October 22,The Middle,Zedd,43
October 22,She Got The Best Of Me ,Luke Combs,44
October 22,No Brainer,DJ Khaled Featuring Justin Bieber,45
October 22,Ring,Cardi B Featuring Kehlani,46
October 22,Tequila,Dan + Shay,47
October 22,Flip The Switch,Quavo Featuring Drake,48
October 22,No Tears Left To Cry,Ariana Grande,49
October 22,Always Remember Us This Way,Lady Gaga,50
October 22,STOOPID,6ix9ine Featuring Bobby Shmurda,51
October 22,Breathin,Ariana Grande,52
October 22,W O R K I N M E,Quavo,53
October 22,I'll Never Love Again,Lady Gaga,54
October 22,Falling Down,Lil Peep ,55
October 22,Break Up In The End,Cole Swindell,56
October 22,Venom,Eminem,57
October 22,Lie,NF,58
October 22,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg ,59
October 22,Simple,Florida Georgia Line,60
October 22,Pass Out,Quavo Featuring 21 Savage,61
October 22,Jackie Chan,Tiesto ,62
October 22,Speechless,Dan + Shay,63
October 22,Drew Barrymore,Bryce Vine,64
October 22,Blue Tacoma,Russell Dickerson,65
October 22,Lose It,Kane Brown,66
October 22,No Stylist,French Montana Featuring Drake,67
October 22,Lost In Japan,Shawn Mendes X Zedd,68
October 22,Best Shot,Jimmie Allen,69
October 22,Killshot,Eminem,70
October 22,Better,Khalid,71
October 22,Drunk Me,Mitchell Tenpenny,72
October 22,Dangerous,Meek Mill Featuring Jeremih ,73
October 22,Lucky You,Eminem Featuring Joyner Lucas,74
October 22,You Say,Lauren Daigle,75
October 22,Leave Me Alone,Flipp Dinero,76
October 22,New Patek,Lil Uzi Vert,77
October 22,Hangin' On,Chris Young,78
October 22,Hotel Key,Old Dominion,79
October 22,Promises,Calvin Harris ,80
October 22,Best Part,Daniel Caesar Featuring H.E.R.,81
October 22,That's On Me,Yella Beezy,82
October 22,Medicine,Queen Naija,83
October 22,Africa,Weezer,84
October 22,Rich,Maren Morris,85
October 22,Biggest Alley Oop,Quavo,86
October 22,Drunk Girl,Chris Janson,87
October 22,Rerun,Quavo Featuring Travis Scott,88
October 22,Desperate Man,Eric Church,89
October 22,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,90
October 22,Don't Cry,Lil Wayne Featuring XXXTENTACION,91
October 22,Noticed,Lil Mosey,92
October 22,Huncho Dreams,Quavo,93
October 22,Chanel (Go Get It),Young Thug Featuring Gunna ,94
October 22,Thunderclouds,Labrinth,95
October 22,"Sunrise, Sunburn, Sunset",Luke Bryan,96
October 22,Electricity,Silk City,97
October 22,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,98
October 22,"If I'm Lyin, I'm Flyin",Kodak Black,99
October 22,Lose It,Quavo Featuring Lil Baby,100
October 29,Girls Like You,Maroon 5 Featuring Cardi B,1
October 29,Sicko Mode,Travis Scott,2
October 29,Lucid Dreams,Juice WRLD,3
October 29,Happier,Marshmello ,4
October 29,Better Now,Post Malone,5
October 29,ZEZE,Kodak Black Featuring Travis Scott ,6
October 29,Youngblood,5 Seconds Of Summer,7
October 29,Drip Too Hard,Lil Baby ,8
October 29,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone ,9
October 29,Love Lies,Khalid ,10
October 29,Taki Taki,DJ Snake Featuring Selena Gomez,11
October 29,Without Me,Halsey,12
October 29,MIA,Bad Bunny Featuring Drake,13
October 29,Shallow,Lady Gaga ,14
October 29,Natural,Imagine Dragons,15
October 29,Mo Bamba,Sheck Wes,16
October 29,I Like It,Cardi B,17
October 29,Trip,Ella Mai,18
October 29,Taste,Tyga Featuring Offset,19
October 29,Eastside,benny blanco,20
October 29,High Hopes,Panic! At The Disco,21
October 29,Nonstop,Drake,22
October 29,In My Feelings,Drake,23
October 29,God Is A Woman,Ariana Grande,24
October 29,FEFE,6ix9ine Featuring Nicki Minaj ,25
October 29,Fine China,Future ,26
October 29,Yes Indeed,Lil Baby ,27
October 29,Back To You,Selena Gomez,28
October 29,Big Bank,YG Featuring 2 Chainz,29
October 29,Broken,lovelytheband,30
October 29,Beautiful,Bazzi Featuring Camila Cabello,31
October 29,Boo'd Up,Ella Mai,32
October 29,Uproar,Lil Wayne,33
October 29,Better,Khalid,34
October 29,I Love It,Kanye West ,35
October 29,I'm A Mess,Bebe Rexha,36
October 29,She Got The Best Of Me ,Luke Combs,37
October 29,Delicate,Taylor Swift,38
October 29,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,39
October 29,I Like Me Better,Lauv,40
October 29,Breathin,Ariana Grande,41
October 29,Close Friends,Lil Baby,42
October 29,Sad!,XXXTENTACION,43
October 29,Psycho,Post Malone Featuring Ty Dolla $ign,44
October 29,Ring,Cardi B Featuring Kehlani,45
October 29,Tequila,Dan + Shay,46
October 29,The Middle,Zedd,47
October 29,STOOPID,6ix9ine Featuring Bobby Shmurda,48
October 29,Never Recover,Lil Baby ,49
October 29,No Tears Left To Cry,Ariana Grande,50
October 29,Lie,NF,51
October 29,Speechless,Dan + Shay,52
October 29,Leave Me Alone,Flipp Dinero,53
October 29,Money,Cardi B,54
October 29,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,55
October 29,Lose It,Kane Brown,56
October 29,Always Remember Us This Way,Lady Gaga,57
October 29,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg ,58
October 29,W O R K I N M E,Quavo,59
October 29,Jackie Chan,Tiesto ,60
October 29,Best Shot,Jimmie Allen,61
October 29,Lost In Japan,Shawn Mendes X Zedd,62
October 29,Drunk Me,Mitchell Tenpenny,63
October 29,Drew Barrymore,Bryce Vine,64
October 29,When The Party's Over,Billie Eilish,65
October 29,Falling Down,Lil Peep ,66
October 29,I'll Never Love Again,Lady Gaga,67
October 29,No Stylist,French Montana Featuring Drake,68
October 29,Dangerous,Meek Mill Featuring Jeremih ,69
October 29,Blue Tacoma,Russell Dickerson,70
October 29,Hangin' On,Chris Young,71
October 29,Jet Lag,Future ,72
October 29,No Brainer,DJ Khaled Featuring Justin Bieber,73
October 29,Venom,Eminem,74
October 29,You Say,Lauren Daigle,75
October 29,Break Up In The End,Cole Swindell,76
October 29,Promises,Calvin Harris ,77
October 29,Lucky You,Eminem Featuring Joyner Lucas,78
October 29,Killshot,Eminem,79
October 29,Noticed,Lil Mosey,80
October 29,Rich,Maren Morris,81
October 29,Astronauts,Future ,82
October 29,Saturday Nights,Khalid ,83
October 29,Hotel Key,Old Dominion,84
October 29,Best Part,Daniel Caesar Featuring H.E.R.,85
October 29,That's On Me,Yella Beezy,86
October 29,Drunk Girl,Chris Janson,87
October 29,Suncity,Khalid Featuring Empress Of,88
October 29,Vertigo,Khalid,89
October 29,New Patek,Lil Uzi Vert,90
October 29,Yacht Club,Lil Yachty Featuring Juice WRLD,91
October 29,Make It Back,Juice WRLD,92
October 29,Kiss And Make Up,Dua Lipa ,93
October 29,Desperate Man,Eric Church,94
October 29,Backin' It Up,Pardison Fontaine Featuring Cardi B,95
October 29,Africa,Weezer,96
October 29,Electricity,Silk City,97
October 29,Get Dripped,Lil Yachty Featuring Playboi Carti,98
October 29,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,99
October 29,Burning Man,Dierks Bentley Featuring Brothers Osborne,100
November 05,Girls Like You,Maroon 5 Featuring Cardi B,1
November 05,Sicko Mode,Travis Scott,2
November 05,Happier,Marshmello ,3
November 05,Lucid Dreams,Juice WRLD,4
November 05,Better Now,Post Malone,5
November 05,ZEZE,Kodak Black Featuring Travis Scott ,6
November 05,Youngblood,5 Seconds Of Summer,7
November 05,Drip Too Hard,Lil Baby ,8
November 05,Without Me,Halsey,9
November 05,Mo Bamba,Sheck Wes,10
November 05,High Hopes,Panic! At The Disco,11
November 05,Love Lies,Khalid ,12
November 05,Money,Cardi B,13
November 05,Natural,Imagine Dragons,14
November 05,MIA,Bad Bunny Featuring Drake,15
November 05,Taki Taki,DJ Snake Featuring Selena Gomez,16
November 05,Trip,Ella Mai,17
November 05,Eastside,benny blanco,18
November 05,I Like It,Cardi B,19
November 05,God Is A Woman,Ariana Grande,20
November 05,Shallow,Lady Gaga ,21
November 05,Taste,Tyga Featuring Offset,22
November 05,In My Feelings,Drake,23
November 05,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone ,24
November 05,Nonstop,Drake,25
November 05,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,26
November 05,FEFE,6ix9ine Featuring Nicki Minaj ,27
November 05,Arms Around You,XXXTENTACION,28
November 05,Broken,lovelytheband,29
November 05,Yes Indeed,Lil Baby ,30
November 05,Thriller,Michael Jackson,31
November 05,Breathin,Ariana Grande,32
November 05,Beautiful,Bazzi Featuring Camila Cabello,33
November 05,Big Bank,YG Featuring 2 Chainz,34
November 05,Back To You,Selena Gomez,35
November 05,Uproar,Lil Wayne,36
November 05,She Got The Best Of Me ,Luke Combs,37
November 05,I Like Me Better,Lauv,38
November 05,I'm A Mess,Bebe Rexha,39
November 05,Ring,Cardi B Featuring Kehlani,40
November 05,Boo'd Up,Ella Mai,41
November 05,Sad!,XXXTENTACION,42
November 05,Delicate,Taylor Swift,43
November 05,Psycho,Post Malone Featuring Ty Dolla $ign,44
November 05,Tequila,Dan + Shay,45
November 05,The Middle,Zedd,46
November 05,I Love It,Kanye West ,47
November 05,Lost In Japan,Shawn Mendes X Zedd,48
November 05,Fine China,Future ,49
November 05,Speechless,Dan + Shay,50
November 05,Close Friends,Lil Baby,51
November 05,Lie,NF,52
November 05,Best Shot,Jimmie Allen,53
November 05,Last Memory,TakeOff,54
November 05,Leave Me Alone,Flipp Dinero,55
November 05,Better,Khalid,56
November 05,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg ,57
November 05,When The Party's Over,Billie Eilish,58
November 05,Lose It,Kane Brown,59
November 05,Never Recover,Lil Baby ,60
November 05,Drunk Me,Mitchell Tenpenny,61
November 05,That's On Me,Yella Beezy,62
November 05,Hangin' On,Chris Young,63
November 05,Dangerous,Meek Mill Featuring Jeremih ,64
November 05,STOOPID,6ix9ine Featuring Bobby Shmurda,65
November 05,Drew Barrymore,Bryce Vine,66
November 05,You Say,Lauren Daigle,67
November 05,W O R K I N M E,Quavo,68
November 05,Jackie Chan,Tiesto ,69
November 05,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,70
November 05,Blue Tacoma,Russell Dickerson,71
November 05,I'll Never Love Again,Lady Gaga,72
November 05,No Stylist,French Montana Featuring Drake,73
November 05,Always Remember Us This Way,Lady Gaga,74
November 05,Falling Down,Lil Peep ,75
November 05,Talk To Me,Tory Lanez ,76
November 05,Rich,Maren Morris,77
November 05,No Brainer,DJ Khaled Featuring Justin Bieber,78
November 05,Drunk Girl,Chris Janson,79
November 05,Topanga,Trippie Redd,80
November 05,Backin' It Up,Pardison Fontaine Featuring Cardi B,81
November 05,Noticed,Lil Mosey,82
November 05,Dip,Tyga ,83
November 05,Best Part,Daniel Caesar Featuring H.E.R.,84
November 05,Lucky You,Eminem Featuring Joyner Lucas,85
November 05,Promises,Calvin Harris ,86
November 05,Hotel Key,Old Dominion,87
November 05,Killshot,Eminem,88
November 05,Waste It On Me,Steve Aoki Featuring BTS,89
November 05,A Million Dreams,P!nk,90
November 05,Burning Man,Dierks Bentley Featuring Brothers Osborne,91
November 05,Venom,Eminem,92
November 05,New Patek,Lil Uzi Vert,93
November 05,Be Alright,Dean Lewis,94
November 05,Break Up In The End,Cole Swindell,95
November 05,Desperate Man,Eric Church,96
November 05,Kamikaze,Lil Mosey,97
November 05,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,98
November 05,Electricity,Silk City,99
November 05,Drowns The Whiskey,Jason Aldean Featuring Miranda Lambert,100
November 12,"Thank U, Next",Ariana Grande,1
November 12,Girls Like You,Maroon 5 Featuring Cardi B,2
November 12,Sicko Mode,Travis Scott,3
November 12,Happier,Marshmello ,4
November 12,Lucid Dreams,Juice WRLD,5
November 12,Without Me,Halsey,6
November 12,Better Now,Post Malone,7
November 12,ZEZE,Kodak Black Featuring Travis Scott ,8
November 12,Mo Bamba,Sheck Wes,9
November 12,Drip Too Hard,Lil Baby ,10
November 12,Youngblood,5 Seconds Of Summer,11
November 12,High Hopes,Panic! At The Disco,12
November 12,Love Lies,Khalid ,13
November 12,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,14
November 12,Natural,Imagine Dragons,15
November 12,Taki Taki,DJ Snake Featuring Selena Gomez,16
November 12,Trip,Ella Mai,17
November 12,Eastside,benny blanco,18
November 12,MIA,Bad Bunny Featuring Drake,19
November 12,God Is A Woman,Ariana Grande,20
November 12,Breathin,Ariana Grande,21
November 12,Shallow,Lady Gaga ,22
November 12,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone ,23
November 12,Money,Cardi B,24
November 12,I Like It,Cardi B,25
November 12,Taste,Tyga Featuring Offset,26
November 12,In My Feelings,Drake,27
November 12,Nonstop,Drake,28
November 12,Broken,lovelytheband,29
November 12,Yes Indeed,Lil Baby ,30
November 12,FEFE,6ix9ine Featuring Nicki Minaj ,31
November 12,Beautiful,Bazzi Featuring Camila Cabello,32
November 12,Bohemian Rhapsody,Queen,33
November 12,Uproar,Lil Wayne,34
November 12,I'm A Mess,Bebe Rexha,35
November 12,Ring,Cardi B Featuring Kehlani,36
November 12,I Like Me Better,Lauv,37
November 12,Don't Come Out The House,Metro Boomin Featuring 21 Savage,38
November 12,She Got The Best Of Me ,Luke Combs,39
November 12,Boo'd Up,Ella Mai,40
November 12,Leave Me Alone,Flipp Dinero,41
November 12,10 Freaky Girls,Metro Boomin Featuring 21 Savage,42
November 12,Tequila,Dan + Shay,43
November 12,Big Bank,YG Featuring 2 Chainz,44
November 12,Speechless,Dan + Shay,45
November 12,Sad!,XXXTENTACION,46
November 12,Back To You,Selena Gomez,47
November 12,Psycho,Post Malone Featuring Ty Dolla $ign,48
November 12,Delicate,Taylor Swift,49
November 12,Best Shot,Jimmie Allen,50
November 12,Space Cadet,Metro Boomin Featuring Gunna,51
November 12,Lost In Japan,Shawn Mendes X Zedd,52
November 12,Lose It,Kane Brown,53
November 12,Lie,NF,54
November 12,Better,Khalid,55
November 12,Arms Around You,XXXTENTACION,56
November 12,That's On Me,Yella Beezy,57
November 12,Drunk Me,Mitchell Tenpenny,58
November 12,Close Friends,Lil Baby,59
November 12,I Love It,Kanye West ,60
November 12,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg ,61
November 12,Overdue,Metro Boomin Featuring Travis Scott,62
November 12,Dip,Tyga ,63
November 12,Fine China,Future ,64
November 12,Hangin' On,Chris Young,65
November 12,Dangerous,Meek Mill Featuring Jeremih ,66
November 12,When The Party's Over,Billie Eilish,67
November 12,Last Memory,TakeOff,68
November 12,Never Recover,Lil Baby ,69
November 12,You Say,Lauren Daigle,70
November 12,Rich,Maren Morris,71
November 12,Dreamcatcher,Metro Boomin Featuring Swae Lee ,72
November 12,No Stylist,French Montana Featuring Drake,73
November 12,Blue Tacoma,Russell Dickerson,74
November 12,W O R K I N M E,Quavo,75
November 12,Drew Barrymore,Bryce Vine,76
November 12,Backin' It Up,Pardison Fontaine Featuring Cardi B,77
November 12,Falling Down,Lil Peep ,78
November 12,No More,Metro Boomin Featuring Travis Scott,79
November 12,STOOPID,6ix9ine Featuring Bobby Shmurda,80
November 12,Always Remember Us This Way,Lady Gaga,81
November 12,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,82
November 12,Talk To Me,Tory Lanez ,83
November 12,Best Part,Daniel Caesar Featuring H.E.R.,84
November 12,I'll Never Love Again,Lady Gaga,85
November 12,Ella Quiere Beber,Anuel AA ,86
November 12,Jackie Chan,Tiesto ,87
November 12,Promises,Calvin Harris ,88
November 12,Be Alright,Dean Lewis,89
November 12,Topanga,Trippie Redd,90
November 12,Noticed,Lil Mosey,91
November 12,Burning Man,Dierks Bentley Featuring Brothers Osborne,92
November 12,Lucky You,Eminem Featuring Joyner Lucas,93
November 12,No Brainer,DJ Khaled Featuring Justin Bieber,94
November 12,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,95
November 12,Hotel Key,Old Dominion,96
November 12,Consequences,Camila Cabello,97
November 12,Killshot,Eminem,98
November 12,Casper,TakeOff,99
November 12,Up To Something,Metro Boomin Featuring Travis Scott ,100
November 19,"Thank U, Next",Ariana Grande,1
November 19,Sicko Mode,Travis Scott,2
November 19,Happier,Marshmello ,3
November 19,Without Me,Halsey,4
November 19,Girls Like You,Maroon 5 Featuring Cardi B,5
November 19,Lucid Dreams,Juice WRLD,6
November 19,Mo Bamba,Sheck Wes,7
November 19,High Hopes,Panic! At The Disco,8
November 19,ZEZE,Kodak Black Featuring Travis Scott ,9
November 19,Drip Too Hard,Lil Baby ,10
November 19,Better Now,Post Malone,11
November 19,Youngblood,5 Seconds Of Summer,12
November 19,Natural,Imagine Dragons,13
November 19,Breathin,Ariana Grande,14
November 19,Taki Taki,DJ Snake Featuring Selena Gomez,15
November 19,BAD!,XXXTENTACION,16
November 19,Wake Up In The Sky,Gucci Mane X Bruno Mars X Kodak Black,17
November 19,Trip,Ella Mai,18
November 19,MIA,Bad Bunny Featuring Drake,19
November 19,Love Lies,Khalid ,20
November 19,Eastside,benny blanco,21
November 19,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone ,22
November 19,God Is A Woman,Ariana Grande,23
November 19,Shallow,Lady Gaga ,24
November 19,Money,Cardi B,25
November 19,I Like It,Cardi B,26
November 19,Taste,Tyga Featuring Offset,27
November 19,Lose It,Kane Brown,28
November 19,In My Feelings,Drake,29
November 19,Yes Indeed,Lil Baby ,30
November 19,Broken,lovelytheband,31
November 19,Beautiful,Bazzi Featuring Camila Cabello,32
November 19,Nonstop,Drake,33
November 19,Uproar,Lil Wayne,34
November 19,She Got The Best Of Me ,Luke Combs,35
November 19,Tequila,Dan + Shay,36
November 19,Leave Me Alone,Flipp Dinero,37
November 19,Speechless,Dan + Shay,38
November 19,Ring,Cardi B Featuring Kehlani,39
November 19,Bohemian Rhapsody,Queen,40
November 19,I Like Me Better,Lauv,41
November 19,FEFE,6ix9ine Featuring Nicki Minaj ,42
November 19,Boo'd Up,Ella Mai,43
November 19,Armed And Dangerous,Juice WRLD,44
November 19,Sad!,XXXTENTACION,45
November 19,Best Shot,Jimmie Allen,46
November 19,I'm A Mess,Bebe Rexha,47
November 19,Psycho,Post Malone Featuring Ty Dolla $ign,48
November 19,Big Bank,YG Featuring 2 Chainz,49
November 19,Lie,NF,50
November 19,Better,Khalid,51
November 19,Topanga,Trippie Redd,52
November 19,Lost In Japan,Shawn Mendes X Zedd,53
November 19,Drunk Me,Mitchell Tenpenny,54
November 19,1400 / 999 Freestyle,Trippie Redd Featuring Juice WRLD,55
November 19,10 Freaky Girls,Metro Boomin Featuring 21 Savage,56
November 19,Dangerous,Meek Mill Featuring Jeremih ,57
November 19,Close Friends,Lil Baby,58
November 19,When The Party's Over,Billie Eilish,59
November 19,Arms Around You,XXXTENTACION,60
November 19,That's On Me,Yella Beezy,61
November 19,Smile (Living My Best Life),Lil' Duval Featuring Snoop Dogg ,62
November 19,Don't Come Out The House,Metro Boomin Featuring 21 Savage,63
November 19,You Say,Lauren Daigle,64
November 19,Fine China,Future ,65
November 19,Space Cadet,Metro Boomin Featuring Gunna,66
November 19,Hangin' On,Chris Young,67
November 19,Rich,Maren Morris,68
November 19,No Stylist,French Montana Featuring Drake,69
November 19,Never Recover,Lil Baby ,70
November 19,I Love It,Kanye West ,71
November 19,Falling Down,Lil Peep ,72
November 19,Love Scars 3,Trippie Redd,73
November 19,Backin' It Up,Pardison Fontaine Featuring Cardi B,74
November 19,Burning Man,Dierks Bentley Featuring Brothers Osborne,75
November 19,Blue Tacoma,Russell Dickerson,76
November 19,This Feeling,The Chainsmokers Featuring Kelsea Ballerini,77
November 19,Dip,Tyga ,78
November 19,Bad Liar,Imagine Dragons,79
November 19,Talk To Me,Tory Lanez ,80
November 19,Be Alright,Dean Lewis,81
November 19,W O R K I N M E,Quavo,82
November 19,Consequences,Camila Cabello,83
November 19,Best Part,Daniel Caesar Featuring H.E.R.,84
November 19,Always Remember Us This Way,Lady Gaga,85
November 19,Ella Quiere Beber,Anuel AA ,86
November 19,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,87
November 19,STOOPID,6ix9ine Featuring Bobby Shmurda,88
November 19,Negative Energy,Trippie Redd Featuring Kodie Shane,89
November 19,Noticed,Lil Mosey,90
November 19,Sixteen,Thomas Rhett,91
November 19,Lucky You,Eminem Featuring Joyner Lucas,92
November 19,Good Girl,Dustin Lynch,93
November 19,Desperate Man,Eric Church,94
November 19,Last Shot,Kip Moore,95
November 19,Millionaire,Chris Stapleton,96
November 19,I'll Never Love Again,Lady Gaga,97
November 19,Toxic Waste,Trippie Redd,98
November 19,Drew Barrymore,Bryce Vine,99
November 19,Jackie Chan,Tiesto ,100
November 26,"Thank U, Next",Ariana Grande,1
November 26,Sicko Mode,Travis Scott,2
November 26,Happier,Marshmello ,3
November 26,Without Me,Halsey,4
November 26,Lucid Dreams,Juice WRLD,5
November 26,High Hopes,Panic! At The Disco,6
November 26,Mo Bamba,Sheck Wes,7
November 26,Girls Like You,Maroon 5 Featuring Cardi B,8
November 26,Drip Too Hard,Lil Baby ,9
November 26,ZEZE,Kodak Black Featuring Travis Scott ,10
November 26,Better Now,Post Malone,11
November 26,Youngblood,5 Seconds Of Summer,12
November 26,Breathin,Ariana Grande,13
